Name,job title,headline,summary,keywords,educations,experiences,skills,disqualified,candidate_profile,score
Candidate 34,senior devops engineer - aws,,,,bachelor of science computer science at universidad tecnológica de guadalajara ( uteg ) (jan 2010 to jan 2014),"devops engineer, release engineer and automation engineer at astrazeneca (may 2021 to n/a)  | devops engineer and release engineer at astrazeneca (nov 2018 to apr 2021)  | software developer at hcl technologies (mar 2018 to nov 2018)  | software developer at dextra technologies (aug 2017 to feb 2018)  | software developer and business analyst at amdocs (apr 2016 to aug 2017)  | software developer at softtek (jul 2015 to mar 2016)  | software developer at tata consultancy services (nov 2013 to jul 2015)",,0,"  bachelor of science computer science at universidad tecnológica de guadalajara ( uteg ) (jan 2010 to jan 2014) devops engineer, release engineer and automation engineer at astrazeneca (may 2021 to n/a)  | devops engineer and release engineer at astrazeneca (nov 2018 to apr 2021)  | software developer at hcl technologies (mar 2018 to nov 2018)  | software developer at dextra technologies (aug 2017 to feb 2018)  | software developer and business analyst at amdocs (apr 2016 to aug 2017)  | software developer at softtek (jul 2015 to mar 2016)  | software developer at tata consultancy services (nov 2013 to jul 2015) ",0.16714137210608235
Candidate 35,senior devops engineer - aws,,,,"computer systems, networking and telecommunications at universidad politécnica del estado de durango (jan 2016 to jan 2020)",lead systems engeenier at epam systems (feb 2024 to n/a)  | devops engineer at epam systems (jun 2022 to n/a)  | devops engineer at ibm (nov 2021 to jun 2022)  | devops engineer at softtek (oct 2019 to nov 2021),,0,"  computer systems, networking and telecommunications at universidad politécnica del estado de durango (jan 2016 to jan 2020) lead systems engeenier at epam systems (feb 2024 to n/a)  | devops engineer at epam systems (jun 2022 to n/a)  | devops engineer at ibm (nov 2021 to jun 2022)  | devops engineer at softtek (oct 2019 to nov 2021) ",0.2921328731616389
Candidate 36,senior devops engineer - aws,devops engineer at dxc technology,,,high school diploma  at obuasi senior high technical school (n/a to may 2015),devops engineer at dxc technology (jun 2022 to n/a)  | devops engineer at dell technologies (apr 2019 to may 2022),,1,devops engineer at dxc technology  high school diploma  at obuasi senior high technical school (n/a to may 2015) devops engineer at dxc technology (jun 2022 to n/a)  | devops engineer at dell technologies (apr 2019 to may 2022) ,0.39736809299714426
Candidate 37,lead generator,,,,,sales development representative at solvo global (jan 2023 to feb 2024)  | staff augmentation at iterum bpo (nov 2020 to dec 2022)  | cross sales agent at km2 solutions (oct 2019 to nov 2020),sales|market research|social media|lead generation|customer relationship management (crm)|business-to-business (b2b)|sales processes,0,   sales development representative at solvo global (jan 2023 to feb 2024)  | staff augmentation at iterum bpo (nov 2020 to dec 2022)  | cross sales agent at km2 solutions (oct 2019 to nov 2020) sales|market research|social media|lead generation|customer relationship management (crm)|business-to-business (b2b)|sales processes,0.0587181668002131
Candidate 38,senior devops engineer - aws,,,,,senior cloud architect at repairify (jun 2024 to n/a)  | cloud architect at solera (sep 2020 to jan 2024)  | technical lead at wipro (apr 2018 to may 2020)  | cloud engineer at softtek (may 2016 to apr 2018)  | database engineer at marlabs software (nov 2014 to may 2016),devops|amazon web services (aws)|docker products,0,   senior cloud architect at repairify (jun 2024 to n/a)  | cloud architect at solera (sep 2020 to jan 2024)  | technical lead at wipro (apr 2018 to may 2020)  | cloud engineer at softtek (may 2016 to apr 2018)  | database engineer at marlabs software (nov 2014 to may 2016) devops|amazon web services (aws)|docker products,0.25690574815855377
Candidate 39,sr software engineer (obj-c & ios exp),,,objective-c|aws|swift|terraform,bachelor of computer science computer science at federal university of pelotas (n/a to n/a)  | master computer science at mackenzie presbyterian university (n/a to n/a),software engineer at brq it solutions (jan 2017 to dec 2017)  | senior software engineer at ibm (jan 2017 to dec 2020)  | developer at brave (jan 2015 to dec 2017)  | staff software engineer at picpay (n/a to n/a)  | senior software engineer at uber (n/a to n/a),ios|objective-c|swift (programming language)|sql,1,  bachelor of computer science computer science at federal university of pelotas (n/a to n/a)  | master computer science at mackenzie presbyterian university (n/a to n/a) software engineer at brq it solutions (jan 2017 to dec 2017)  | senior software engineer at ibm (jan 2017 to dec 2020)  | developer at brave (jan 2015 to dec 2017)  | staff software engineer at picpay (n/a to n/a)  | senior software engineer at uber (n/a to n/a) ios|objective-c|swift (programming language)|sql,0.1909242040163189
Candidate 40,senior devops engineer - aws,cloud engineer at mckinsey & company,,,bachelor's law and political sciences at university of dschang (n/a to n/a),cloud engineer at mckinsey (nov 2022 to n/a)  | cloud engineer at  (may 2020 to oct 2022),,1,cloud engineer at mckinsey & company  bachelor's law and political sciences at university of dschang (n/a to n/a) cloud engineer at mckinsey (nov 2022 to n/a)  | cloud engineer at  (may 2020 to oct 2022) ,0.06581756449009549
Candidate 41,ruby + (golang/rust) engineer,,,ruby|ruby on rails|postgresql|react,,software engineer at pagerduty (sep 2023 to may 2024)  | software engineer at potloc (jan 2023 to jul 2023)  | software engineer at agendapro (jul 2021 to dec 2022)  | software engineer at optimal workshop (mar 2020 to jun 2021)  | software engineer at globant (jun 2019 to mar 2020)  | software engineer at agendapro (oct 2018 to may 2019)  | software engineer at buda.com (oct 2017 to sep 2018)  | software engineer at groupon (dec 2014 to may 2017)  | software engineer at groupon (sep 2012 to dec 2012)  | software developer at sumavisos (may 2012 to sep 2012)  | software developer at aycron (sep 2011 to may 2012)  | software developer at maypun (jun 2011 to sep 2011)  | software developer at onuva (jan 2011 to mar 2011)  | software developer at saime (may 2010 to dec 2010)  | software developer at infoguía (feb 2010 to apr 2010)  | information technology consultant at essplan (sep 2008 to feb 2010),git|ruby|postgresql|ruby on rails|amazon web services (aws)|react.js,1,   software engineer at pagerduty (sep 2023 to may 2024)  | software engineer at potloc (jan 2023 to jul 2023)  | software engineer at agendapro (jul 2021 to dec 2022)  | software engineer at optimal workshop (mar 2020 to jun 2021)  | software engineer at globant (jun 2019 to mar 2020)  | software engineer at agendapro (oct 2018 to may 2019)  | software engineer at buda.com (oct 2017 to sep 2018)  | software engineer at groupon (dec 2014 to may 2017)  | software engineer at groupon (sep 2012 to dec 2012)  | software developer at sumavisos (may 2012 to sep 2012)  | software developer at aycron (sep 2011 to may 2012)  | software developer at maypun (jun 2011 to sep 2011)  | software developer at onuva (jan 2011 to mar 2011)  | software developer at saime (may 2010 to dec 2010)  | software developer at infoguía (feb 2010 to apr 2010)  | information technology consultant at essplan (sep 2008 to feb 2010) git|ruby|postgresql|ruby on rails|amazon web services (aws)|react.js,0.09790962487795658
Candidate 42,senior devops engineer - aws,,,,bachelor computer science at university of buea (n/a to n/a),aws cloud engineer at verizon wireless systems (aug 2020 to n/a)  | aws cloud engineer at hartford financial service group (mar 2018 to jul 2020),,1,  bachelor computer science at university of buea (n/a to n/a) aws cloud engineer at verizon wireless systems (aug 2020 to n/a)  | aws cloud engineer at hartford financial service group (mar 2018 to jul 2020) ,0.29631163394870397
Candidate 43,senior devops engineer - aws,full stack developer at blackbaud,,,master's computer science at stetson university (jan 2013 to dec 2015)  | bachelor of computer science  at university of central florida (jan 2007 to dec 2011),full stack developer at blackbaud (apr 2020 to n/a)  | senior software engineer at  (jun 2017 to mar 2020)  | associate software engineer at alteryx (aug 2014 to may 2017)  | junior full stack developer at onetrust (jan 2012 to jul 2014)  | software developer intern at epic (jun 2010 to dec 2011),,1,full stack developer at blackbaud  master's computer science at stetson university (jan 2013 to dec 2015)  | bachelor of computer science  at university of central florida (jan 2007 to dec 2011) full stack developer at blackbaud (apr 2020 to n/a)  | senior software engineer at  (jun 2017 to mar 2020)  | associate software engineer at alteryx (aug 2014 to may 2017)  | junior full stack developer at onetrust (jan 2012 to jul 2014)  | software developer intern at epic (jun 2010 to dec 2011) ,0.054998364172932294
Candidate 44,lead generator,,,,bachelor's management and simulation at business. el bosque university (n/a to dec 2020),,microsoft excel|english|communication,1,  bachelor's management and simulation at business. el bosque university (n/a to dec 2020)  microsoft excel|english|communication,0.0
Candidate 45,ruby + (golang/rust) engineer,,,ruby|ruby on rails|postgresql|react,bachelor's software engineering at cleveland state university (n/a to n/a),full stack developer at yelp (jan 2015 to jun 2018)  | software engineer at carta (jan 2006 to dec 2010),,1,  bachelor's software engineering at cleveland state university (n/a to n/a) full stack developer at yelp (jan 2015 to jun 2018)  | software engineer at carta (jan 2006 to dec 2010) ,0.02803521146860756
Candidate 46,lead generator,lead generator at vesti technology,,,bachelor of arts english language at obafemi awolowo university (dec 2012 to dec 2016),lead generator at vesti technology (sep 2023 to n/a)  | lead generator at hotbox technology (jan 2023 to jan 2024)  | sales associate at shtudy (sep 2019 to jan 2023)  | marketing at starrycare uk (jan 2017 to jun 2019),,1,lead generator at vesti technology  bachelor of arts english language at obafemi awolowo university (dec 2012 to dec 2016) lead generator at vesti technology (sep 2023 to n/a)  | lead generator at hotbox technology (jan 2023 to jan 2024)  | sales associate at shtudy (sep 2019 to jan 2023)  | marketing at starrycare uk (jan 2017 to jun 2019) ,0.39393057192575615
Candidate 47,qa engineer - manual,,,,computer engineering at distance state university (jan 2013 to dec 2015)  | bachelor information systems engineering at national university of costa rica (jan 2007 to dec 2011),quality assurance engineer at moduscreate (jan 2019 to n/a)  | automation engineer at securelink (jan 2016 to jan 2019)  | quality assurance software engineer at ex2 outcoding (jan 2015 to dec 2015)  | quality assurance tech analyst at accenture (jan 2012 to jan 2014)  | information technology consultant at lanshire (jan 2011 to jan 2012)  | software developer at netsoft (jan 2011 to jun 2011)  | system engineer at office of international technical cooperation (jan 2010 to jan 2011),software development|quality assurance|rest apis|object-oriented programming (oop)|qa automation,1,  computer engineering at distance state university (jan 2013 to dec 2015)  | bachelor information systems engineering at national university of costa rica (jan 2007 to dec 2011) quality assurance engineer at moduscreate (jan 2019 to n/a)  | automation engineer at securelink (jan 2016 to jan 2019)  | quality assurance software engineer at ex2 outcoding (jan 2015 to dec 2015)  | quality assurance tech analyst at accenture (jan 2012 to jan 2014)  | information technology consultant at lanshire (jan 2011 to jan 2012)  | software developer at netsoft (jan 2011 to jun 2011)  | system engineer at office of international technical cooperation (jan 2010 to jan 2011) software development|quality assurance|rest apis|object-oriented programming (oop)|qa automation,0.08496294337099064
